Id,Label,timeset,lat,lng,provinz,background_map_node
bckm_21330,,,-18.809444,-174.623077,,true
bckm_21331,,,-18.83028,-174.646973,,true
bckm_21332,,,-18.704723,-174.061401,,true
bckm_21333,,,-18.696388,-174.097809,,true
bckm_21334,,,-18.68111,-174.073639,,true
bckm_21335,,,-18.704723,-174.061401,,true
bckm_21336,,,-18.71722,-174.019745,,true
bckm_21337,,,-18.680836,-174.043335,,true
bckm_21338,,,-18.694447,-174.019196,,true
bckm_21339,,,-18.71722,-174.019745,,true
bckm_21340,,,-18.674171,-174.089722,,true
bckm_21341,,,-18.703335,-174.128052,,true
bckm_21342,,,-18.671391,-174.115814,,true
bckm_21343,,,-18.674171,-174.089722,,true
bckm_21344,,,-18.638058,-173.910553,,true
bckm_21345,,,-18.632504,-174.070587,,true
bckm_21346,,,-18.568893,-173.939209,,true
bckm_21347,,,-18.638058,-173.910553,,true
bckm_21348,,,-15.629168,-175.644745,,true
bckm_21349,,,-15.589724,-175.683929,,true
bckm_21350,,,-15.560835,-175.621399,,true
bckm_21351,,,-15.629168,-175.644745,,true
bckm_21352,,,9.429901,1.398542,,true
bckm_21353,,,6.218721,1.635404,,true
bckm_21354,,,6.100546,1.198891,,true
bckm_21355,,,6.947778,0.525,,true
bckm_21356,,,8.321388,0.727222,,true
bckm_21357,,,8.760756,0.382735,,true
bckm_21358,,,9.411388,0.550833,,true
bckm_21359,,,9.457222,0.2175,,true
bckm_21360,,,10.259443,0.368333,,true
bckm_21361,,,11.13854,-0.149762,,true
bckm_21362,,,10.996399,0.91797,,true
bckm_21363,,,10.376665,0.776667,,true
bckm_21364,,,9.995277,1.355,,true
bckm_21365,,,9.429901,1.398542,,true
bckm_21366,,,0.018333,6.523889,,true
bckm_21367,,,0.259722,6.467222,,true
bckm_21368,,,0.402222,6.687778,,true
bckm_21369,,,0.018333,6.523889,,true
bckm_21370,,,1.556111,7.423055,,true
bckm_21371,,,1.607222,7.327222,,true
bckm_21372,,,1.701944,7.406666,,true
bckm_21373,,,1.556111,7.423055,,true
bckm_21374,,,33.75,10.99361,,true
bckm_21375,,,33.638611,10.865,,true
bckm_21376,,,33.880829,10.72611,,true
bckm_21377,,,33.75,10.99361,,true
bckm_21378,,,34.640549,11.064722,,true
bckm_21379,,,34.617493,11.035,,true
bckm_21380,,,34.655273,10.961111,,true
bckm_21381,,,34.640549,11.064722,,true
bckm_21382,,,34.675278,11.13722,,true
bckm_21383,,,34.821106,11.230833,,true
bckm_21384,,,34.803329,11.302221,,true
bckm_21385,,,34.675278,11.13722,,true
bckm_21386,,,37.119438,10.808611,,true
bckm_21387,,,37.126389,10.791943,,true
bckm_21388,,,37.125275,10.814722,,true
bckm_21389,,,37.119438,10.808611,,true
bckm_21390,,,37.139351,9.845247,,true
bckm_21391,,,37.186386,10.252499,,true
bckm_21392,,,36.723328,10.381943,,true
bckm_21393,,,37.051384,11.067778,,true
bckm_21394,,,36.123329,10.455276,,true
bckm_21395,,,35.235832,11.128887,,true
bckm_21396,,,34.166939,10.005833,,true
bckm_21397,,,33.700272,10.331944,,true
bckm_21398,,,33.616943,11.048611,,true
bckm_21399,,,33.210831,11.17111,,true
bckm_21400,,,33.171135,11.526081,,true
bckm_21401,,,32.442215,11.567499,,true
bckm_21402,,,31.694164,10.287222,,true
bckm_21403,,,30.730831,10.21361,,true
bckm_21404,,,30.23439,9.537113,,true
bckm_21405,,,32.099998,9.055277,,true
bckm_21406,,,32.533333,8.34861,,true
bckm_21407,,,33.887497,7.492499,,true
bckm_21408,,,34.64444,8.251665,,true
bckm_21409,,,36.524162,8.183611,,true
bckm_21410,,,36.941368,8.62203,,true
bckm_21411,,,37.338051,9.672499,,true
bckm_21412,,,37.139351,9.845247,,true
bckm_21413,,,37.510826,8.917776,,true
bckm_21414,,,37.525833,8.896111,,true
bckm_21415,,,37.538055,8.944721,,true
bckm_21416,,,37.510826,8.917776,,true
bckm_21417,,,39.7836,26.078053,,true
bckm_21418,,,39.829987,25.974995,,true
bckm_21419,,,39.839722,26.075829,,true
bckm_21420,,,39.7836,26.078053,,true
bckm_21421,,,40.100266,25.824444,,true
bckm_21422,,,40.126389,25.663883,,true
bckm_21423,,,40.157494,26.013611,,true
bckm_21424,,,40.100266,25.824444,,true
bckm_21425,,,40.57222,27.60722,,true
bckm_21426,,,40.648331,27.531109,,true
bckm_21427,,,40.634438,27.735271,,true
bckm_21428,,,40.57222,27.60722,,true
bckm_21429,,,41.961655,35.096931,,true
bckm_21430,,,41.638054,35.506386,,true
bckm_21431,,,41.691933,36.051102,,true
bckm_21432,,,41.242775,36.429153,,true
bckm_21433,,,40.909431,38.361382,,true
bckm_21434,,,40.920273,40.149994,,true
bckm_21435,,,41.523876,41.531559,,true
bckm_21436,,,41.584991,42.827492,,true
bckm_21437,,,41.112961,43.46077,,true
bckm_21438,,,40.739998,43.751938,,true
bckm_21439,,,40.108597,43.657494,,true
bckm_21440,,,40.023888,44.347214,,true
bckm_21441,,,39.706383,44.778862,,true
bckm_21442,,,39.630814,44.813042,,true
bckm_21443,,,39.78054,44.60582,,true
bckm_21444,,,39.425262,44.4161,,true
bckm_21445,,,39.384995,44.034157,,true
bckm_21446,,,38.345543,44.484154,,true
bckm_21447,,,37.899151,44.223969,,true
bckm_21448,,,37.727768,44.61805,,true
bckm_21449,,,37.149712,44.787338,,true
bckm_21450,,,36.970543,44.317215,,true
bckm_21451,,,37.316376,44.116379,,true
bckm_21452,,,37.38472,42.790825,,true
bckm_21453,,,37.106926,42.355614,,true
bckm_21454,,,37.11805,40.770821,,true
bckm_21455,,,36.665276,39.229996,,true
bckm_21456,,,36.83371,36.659943,,true
bckm_21457,,,36.236107,36.690269,,true
bckm_21458,,,35.926994,35.92244,,true
bckm_21459,,,36.312485,35.783875,,true
bckm_21460,,,36.654999,36.217766,,true
bckm_21461,,,36.926384,36.021935,,true
bckm_21462,,,36.539162,35.339989,,true
bckm_21463,,,36.805275,34.659431,,true
bckm_21464,,,36.277771,33.988602,,true
bckm_21465,,,36.025551,32.808884,,true
bckm_21466,,,36.849152,31.046661,,true
bckm_21467,,,36.850822,30.623333,,true
bckm_21468,,,36.203606,30.40694,,true
bckm_21469,,,36.118332,29.677216,,true
bckm_21470,,,36.881386,28.454163,,true
bckm_21471,,,36.552773,27.983887,,true
bckm_21472,,,36.800278,28.118332,,true
bckm_21473,,,36.680832,27.37944,,true
bckm_21474,,,37.039719,28.328606,,true
bckm_21475,,,36.967499,27.252499,,true
bckm_21476,,,37.232491,27.595276,,true
bckm_21477,,,37.350822,27.193886,,true
bckm_21478,,,37.955544,27.267773,,true
bckm_21479,,,38.264435,26.275829,,true
bckm_21480,,,38.661942,26.369999,,true
bckm_21481,,,38.307487,26.682217,,true
bckm_21482,,,38.443886,27.161942,,true
bckm_21483,,,38.645821,26.730827,,true
bckm_21484,,,38.874435,27.064442,,true
bckm_21485,,,39.263054,26.644722,,true
bckm_21486,,,39.552773,26.951664,,true
bckm_21487,,,39.483047,26.067219,,true
bckm_21488,,,40.384995,26.707222,,true
bckm_21489,,,40.356934,28.985271,,true
bckm_21490,,,40.551384,28.795277,,true
bckm_21491,,,40.723885,29.938049,,true
bckm_21492,,,40.914444,29.12944,,true
bckm_21493,,,41.226662,29.166111,,true
bckm_21494,,,41.088875,31.23111,,true
bckm_21495,,,42.020264,33.333878,,true
bckm_21496,,,41.961655,35.096931,,true
bckm_21497,,,42.008041,27.394997,,true
bckm_21498,,,41.982216,28.013054,,true
bckm_21499,,,41.631386,28.090549,,true
bckm_21500,,,41.057213,29.039162,,true
bckm_21501,,,40.983597,27.50972,,true
bckm_21502,,,40.045273,26.181107,,true
bckm_21503,,,40.594437,26.826939,,true
bckm_21504,,,40.735825,26.04472,,true
bckm_21505,,,41.354439,26.633884,,true
bckm_21506,,,41.711052,26.361095,,true
bckm_21507,,,42.008041,27.394997,,true
bckm_21508,,,-8.554146,179.222366,,true
bckm_21509,,,-8.462443,179.203705,,true
bckm_21510,,,-8.50492,179.231094,,true
bckm_21511,,,-8.554146,179.222366,,true
bckm_21512,,,-8.062778,178.366913,,true
bckm_21513,,,-8.06139,178.355804,,true
bckm_21514,,,-8.0275,178.36969,,true
bckm_21515,,,-8.062778,178.366913,,true
bckm_21516,,,-8.015278,178.397766,,true
bckm_21517,,,-8,178.39151,,true
bckm_21518,,,-7.991388,178.403046,,true
bckm_21519,,,-8.015278,178.397766,,true
bckm_21520,,,-7.482223,178.700531,,true
bckm_21521,,,-7.478889,178.687469,,true
bckm_21522,,,-7.464445,178.690796,,true
bckm_21523,,,-7.482223,178.700531,,true
bckm_21524,,,-7.187778,177.158875,,true
bckm_21525,,,-7.188611,177.146362,,true
bckm_21526,,,-7.173611,177.142212,,true
bckm_21527,,,-7.187778,177.158875,,true
bckm_21528,,,-6.285556,176.310242,,true
bckm_21529,,,-6.278056,176.295258,,true
bckm_21530,,,-6.257501,176.308868,,true
bckm_21531,,,-6.285556,176.310242,,true
bckm_21532,,,-6.113889,177.295807,,true
bckm_21533,,,-6.089444,177.281372,,true
bckm_21534,,,-6.098889,177.308868,,true
bckm_21535,,,-6.113889,177.295807,,true
bckm_21536,,,-5.690556,176.139709,,true
bckm_21537,,,-5.693333,176.130249,,true
bckm_21538,,,-5.675,176.129395,,true
bckm_21539,,,-5.690556,176.139709,,true
bckm_21540,,,-5.665277,176.08136,,true
bckm_21541,,,-5.665277,176.066376,,true
bckm_21542,,,-5.657778,176.079407,,true
bckm_21543,,,-5.665277,176.08136,,true
bckm_21544,,,38.899721,53.069719,,true
bckm_21545,,,39.093882,53.078608,,true
bckm_21546,,,38.751108,53.1,,true
bckm_21547,,,38.899721,53.069719,,true
bckm_21548,,,42.658045,58.78055,,true
bckm_21549,,,42.217493,60.014444,,true
bckm_21550,,,41.381105,60.140276,,true
bckm_21551,,,41.125551,61.874163,,true
bckm_21552,,,39.93416,62.551104,,true
bckm_21553,,,38.953127,64.383028,,true
bckm_21554,,,38.003054,66.643877,,true
bckm_21555,,,37.366381,66.537737,,true
bckm_21556,,,37.538607,65.708879,,true
bckm_21557,,,37.124994,64.798037,,true
bckm_21558,,,36.28055,64.503603,,true
bckm_21559,,,35.86194,63.11944,,true
bckm_21560,,,35.45083,63.105272,,true
bckm_21561,,,35.254717,62.722216,,true
bckm_21562,,,35.141665,62.30916,,true
bckm_21563,,,35.607248,61.27656,,true
bckm_21564,,,36.649996,61.157213,,true
bckm_21565,,,36.656099,60.333055,,true
bckm_21566,,,37.539164,59.338884,,true
bckm_21567,,,37.939157,57.450274,,true
bckm_21568,,,38.281939,57.212214,,true
bckm_21569,,,38.086107,55.442766,,true
bckm_21570,,,37.443605,54.681108,,true
bckm_21571,,,37.350855,53.905642,,true
bckm_21572,,,38.915827,53.983881,,true
bckm_21573,,,39.335825,53.541384,,true
bckm_21574,,,39.175554,53.162493,,true
bckm_21575,,,39.655268,53.264162,,true
bckm_21576,,,39.523882,53.734438,,true
bckm_21577,,,39.665827,53.408327,,true
bckm_21578,,,39.966105,53.57583,,true
bckm_21579,,,39.990549,52.934717,,true
bckm_21580,,,39.762217,53.004717,,true
bckm_21581,,,40.4461,52.721933,,true
bckm_21582,,,41.081667,52.918604,,true
bckm_21583,,,40.615274,53.746386,,true
bckm_21584,,,40.703608,54.417772,,true
bckm_21585,,,40.880274,54.244715,,true
bckm_21586,,,41.102221,54.733881,,true
bckm_21587,,,41.47555,54.072771,,true
bckm_21588,,,42.12388,53.803881,,true
bckm_21589,,,41.973047,52.946657,,true
bckm_21590,,,41.695826,52.815828,,true
bckm_21591,,,41.04722,52.881937,,true
bckm_21592,,,41.740938,52.440073,,true
bckm_21593,,,42.138887,53.015001,,true
bckm_21594,,,42.337214,54.173052,,true
bckm_21595,,,41.286661,55.456942,,true
bckm_21596,,,41.328455,56.000963,,true
bckm_21597,,,41.260279,57.044718,,true
bckm_21598,,,41.893053,56.98694,,true
bckm_21599,,,42.504641,58.026606,,true
bckm_21600,,,42.304438,58.515551,,true
bckm_21601,,,42.651934,58.164438,,true
bckm_21602,,,42.658045,58.78055,,true
bckm_21603,,,-7.993334,39.682495,,true
bckm_21604,,,-7.945834,39.591385,,true
bckm_21605,,,-7.638889,39.901108,,true
bckm_21606,,,-7.993334,39.682495,,true
bckm_21607,,,-6.210556,39.446663,,true
bckm_21608,,,-6.468612,39.516106,,true
bckm_21609,,,-6.226945,39.201385,,true
bckm_21610,,,-5.723889,39.304161,,true
bckm_21611,,,-6.210556,39.446663,,true
bckm_21612,,,-5.462778,39.736107,,true
bckm_21613,,,-4.941389,39.676941,,true
bckm_21614,,,-4.908611,39.857216,,true
bckm_21615,,,-5.462778,39.736107,,true
bckm_21616,,,-0.999722,31.677219,,true
bckm_21617,,,-1.001111,33.920273,,true
bckm_21618,,,-2.995833,37.602776,,true
bckm_21619,,,-3.504167,37.613609,,true
bckm_21620,,,-4.669618,39.203026,,true
bckm_21621,,,-6.045556,38.776382,,true
bckm_21622,,,-6.994313,39.547882,,true
bckm_21623,,,-7.579167,39.274437,,true
bckm_21624,,,-8.9025,39.387772,,true
bckm_21625,,,-9.993057,39.826385,,true
bckm_21626,,,-10.478174,40.436813,,true
bckm_21627,,,-11.168056,39.268051,,true
bckm_21628,,,-11.285002,37.941383,,true
bckm_21629,,,-11.727329,37.462044,,true
bckm_21630,,,-11.706667,36.18972,,true
bckm_21631,,,-11.414722,35.838333,,true
bckm_21632,,,-11.572111,34.966728,,true
bckm_21633,,,-9.732779,34.325272,,true
bckm_21634,,,-9.494167,33.13472,,true
bckm_21635,,,-9.405077,32.940399,,true
bckm_21636,,,-8.590279,31.041111,,true
bckm_21637,,,-8.192247,30.77124,,true
bckm_21638,,,-6.295279,29.550278,,true
bckm_21639,,,-4.448056,29.423885,,true
bckm_21640,,,-4.269444,30.026108,,true
bckm_21641,,,-3.256945,30.834999,,true
bckm_21642,,,-2.978794,30.843662,,true
bckm_21643,,,-2.861945,30.4175,,true
bckm_21644,,,-2.399167,30.57333,,true
bckm_21645,,,-2.076111,30.894165,,true
bckm_21646,,,-1.063334,30.48222,,true
bckm_21647,,,-0.999722,31.677219,,true
bckm_21648,,,4.222777,33.996666,,true
bckm_21649,,,3.671389,34.463333,,true
bckm_21650,,,1.895278,35.00972,,true
bckm_21651,,,0.103056,33.907219,,true
bckm_21652,,,-1.001111,33.920273,,true
bckm_21653,,,-0.999722,31.677219,,true
bckm_21654,,,-1.063334,30.48222,,true
bckm_21655,,,-1.464445,29.974998,,true
bckm_21656,,,-1.385834,29.596943,,true
bckm_21657,,,0.825555,29.960552,,true
bckm_21658,,,2.121388,31.302776,,true
bckm_21659,,,2.448055,30.729721,,true
bckm_21660,,,3.493394,30.858818,,true
bckm_21661,,,3.795278,31.176666,,true
bckm_21662,,,3.511389,32.193329,,true
bckm_21663,,,3.888611,33.016663,,true
bckm_21664,,,3.752222,33.516937,,true
bckm_21665,,,4.222777,33.996666,,true
bckm_21666,,,49.912218,-6.290833,,true
bckm_21667,,,49.915277,-6.317499,,true
bckm_21668,,,49.933886,-6.295,,true
bckm_21669,,,49.912218,-6.290833,,true
bckm_21670,,,50.687494,-1.059721,,true
bckm_21671,,,50.660555,-1.57,,true
bckm_21672,,,50.771944,-1.296944,,true
bckm_21673,,,50.687494,-1.059721,,true
bckm_21674,,,50.777498,-0.938332,,true
bckm_21675,,,50.78583,-1.022499,,true
bckm_21676,,,50.830828,-0.970833,,true
bckm_21677,,,50.777498,-0.938332,,true
bckm_21678,,,51.159441,-4.651667,,true
bckm_21679,,,51.161386,-4.673334,,true
bckm_21680,,,51.195002,-4.665556,,true
bckm_21681,,,51.159441,-4.651667,,true
bckm_21682,,,53.238611,-4.571388,,true
bckm_21683,,,53.301386,-4.69389,,true
bckm_21684,,,53.32139,-4.621666,,true
bckm_21685,,,53.238611,-4.571388,,true
bckm_21686,,,53.225557,-4.153334,,true
bckm_21687,,,53.125834,-4.402222,,true
bckm_21688,,,53.388056,-4.569166,,true
bckm_21689,,,53.225557,-4.153334,,true
bckm_21690,,,55.23778,-6.353333,,true
bckm_21691,,,54.806108,-5.688055,,true
bckm_21692,,,54.604723,-5.908333,,true
bckm_21693,,,54.483606,-5.429722,,true
bckm_21694,,,54.099833,-6.266975,,true
bckm_21695,,,54.417772,-7.030834,,true
bckm_21696,,,54.12694,-7.559444,,true
bckm_21697,,,54.441942,-8.159445,,true
bckm_21698,,,54.953333,-7.406389,,true
bckm_21699,,,55.070597,-7.252506,,true
bckm_21700,,,55.23778,-6.353333,,true
bckm_21701,,,55.293055,-6.172777,,true
bckm_21702,,,55.259722,-6.188334,,true
bckm_21703,,,55.292223,-6.282499,,true
bckm_21704,,,55.293055,-6.172777,,true
bckm_21705,,,55.438608,-5.103611,,true
bckm_21706,,,55.668612,-5.381111,,true
bckm_21707,,,55.679163,-5.160278,,true
bckm_21708,,,55.438608,-5.103611,,true
bckm_21709,,,55.878885,-6.121666,,true
bckm_21710,,,55.649996,-6.076666,,true
bckm_21711,,,55.682222,-6.509167,,true
bckm_21712,,,55.878885,-6.121666,,true
bckm_21713,,,55.721941,-5.016388,,true
bckm_21714,,,55.899439,-5.206388,,true
bckm_21715,,,55.837778,-5.036388,,true
bckm_21716,,,55.721941,-5.016388,,true
bckm_21717,,,56.029161,-6.19389,,true
bckm_21718,,,56.036112,-6.263056,,true
bckm_21719,,,56.120829,-6.130833,,true
bckm_21720,,,56.029161,-6.19389,,true
bckm_21721,,,55.829996,-5.946945,,true
bckm_21722,,,55.90555,-6.078888,,true
bckm_21723,,,56.147219,-5.694445,,true
bckm_21724,,,55.829996,-5.946945,,true
bckm_21725,,,56.158052,-5.735001,,true
bckm_21726,,,56.191942,-5.675278,,true
bckm_21727,,,56.169443,-5.675833,,true
bckm_21728,,,56.158052,-5.735001,,true
bckm_21729,,,56.196939,-5.629999,,true
bckm_21730,,,56.260279,-5.641945,,true
bckm_21731,,,56.254442,-5.606388,,true
bckm_21732,,,56.196939,-5.629999,,true
bckm_21733,,,56.268885,-5.616667,,true
bckm_21734,,,56.301111,-5.645555,,true
bckm_21735,,,56.319719,-5.583889,,true
bckm_21736,,,56.268885,-5.616667,,true
bckm_21737,,,56.303606,-6.404722,,true
bckm_21738,,,56.310556,-6.436388,,true
bckm_21739,,,56.34083,-6.381945,,true
bckm_21740,,,56.303606,-6.404722,,true
bckm_21741,,,56.382776,-5.543612,,true
bckm_21742,,,56.389162,-5.587778,,true
bckm_21743,,,56.411112,-5.51,,true
bckm_21744,,,56.382776,-5.543612,,true
bckm_21745,,,56.464724,-6.165833,,true
bckm_21746,,,56.481943,-6.26,,true
bckm_21747,,,56.497774,-6.215555,,true
bckm_21748,,,56.464724,-6.165833,,true
bckm_21749,,,56.515833,-6.739166,,true
bckm_21750,,,56.438608,-6.892778,,true
bckm_21751,,,56.49444,-6.990833,,true
bckm_21752,,,56.515833,-6.739166,,true
bckm_21753,,,56.50889,-5.783611,,true
bckm_21754,,,56.435831,-5.648333,,true
bckm_21755,,,56.317499,-5.808611,,true
bckm_21756,,,56.308886,-6.366112,,true
bckm_21757,,,56.37472,-6.017778,,true
bckm_21758,,,56.361383,-6.193611,,true
bckm_21759,,,56.494165,-6.002777,,true
bckm_21760,,,56.603052,-6.32,,true
bckm_21761,,,56.50889,-5.783611,,true
bckm_21762,,,56.579996,-6.589167,,true
bckm_21763,,,56.579996,-6.698889,,true
bckm_21764,,,56.686106,-6.454445,,true
bckm_21765,,,56.579996,-6.589167,,true
bckm_21766,,,56.869997,-6.144722,,true
bckm_21767,,,56.906946,-6.213055,,true
bckm_21768,,,56.932497,-6.113611,,true
bckm_21769,,,56.869997,-6.144722,,true
bckm_21770,,,56.934168,-6.317499,,true
bckm_21771,,,57.006105,-6.451666,,true
bckm_21772,,,57.037775,-6.261667,,true
bckm_21773,,,56.934168,-6.317499,,true
bckm_21774,,,56.940828,-7.466944,,true
bckm_21775,,,56.960276,-7.559999,,true
bckm_21776,,,57.054445,-7.439722,,true
bckm_21777,,,56.940828,-7.466944,,true
bckm_21778,,,57.052217,-6.499166,,true
bckm_21779,,,57.046389,-6.602501,,true
bckm_21780,,,57.068056,-6.549444,,true
bckm_21781,,,57.052217,-6.499166,,true
bckm_21782,,,57.278055,-5.939167,,true
bckm_21783,,,57.311663,-6.017778,,true
bckm_21784,,,57.311663,-5.933889,,true
bckm_21785,,,57.278055,-5.939167,,true
bckm_21786,,,57.337496,-7.223055,,true
bckm_21787,,,57.108606,-7.38139,,true
bckm_21788,,,57.382219,-7.424999,,true
bckm_21789,,,57.337496,-7.223055,,true
bckm_21790,,,57.39889,-7.268888,,true
bckm_21791,,,57.464167,-7.406389,,true
bckm_21792,,,57.460833,-7.204721,,true
bckm_21793,,,57.39889,-7.268888,,true
bckm_21794,,,57.328608,-6.026945,,true
bckm_21795,,,57.394167,-6.078333,,true
bckm_21796,,,57.495829,-5.98,,true
bckm_21797,,,57.328608,-6.026945,,true
bckm_21798,,,57.568056,-6.143888,,true
bckm_21799,,,57.306108,-6.127222,,true
bckm_21800,,,57.204996,-5.663889,,true
bckm_21801,,,57.022219,-6.011944,,true
bckm_21802,,,57.446108,-6.785833,,true
bckm_21803,,,57.568056,-6.143888,,true
bckm_21804,,,57.522776,-5.967777,,true
bckm_21805,,,57.540834,-5.990833,,true
bckm_21806,,,57.574999,-5.961666,,true
bckm_21807,,,57.522776,-5.967777,,true
bckm_21808,,,57.68722,-7.188612,,true
bckm_21809,,,57.509439,-7.153889,,true
bckm_21810,,,57.59083,-7.543333,,true
bckm_21811,,,57.68722,-7.188612,,true
bckm_21812,,,57.702219,-7.196667,,true
bckm_21813,,,57.707773,-7.219166,,true
bckm_21814,,,57.723612,-7.144722,,true
bckm_21815,,,57.702219,-7.196667,,true
bckm_21816,,,57.810831,-8.555279,,true
bckm_21817,,,57.798883,-8.5825,,true
bckm_21818,,,57.822779,-8.621389,,true
bckm_21819,,,57.810831,-8.555279,,true
bckm_21820,,,57.881388,-7.00639,,true
bckm_21821,,,57.879999,-7.077778,,true
bckm_21822,,,57.918612,-6.99361,,true
bckm_21823,,,57.881388,-7.00639,,true
bckm_21824,,,58.356112,-6.204166,,true
bckm_21825,,,57.940279,-6.473888,,true
bckm_21826,,,57.817499,-7.123056,,true
bckm_21827,,,57.900835,-6.830278,,true
bckm_21828,,,58.233332,-7.040556,,true
bckm_21829,,,58.356112,-6.204166,,true
bckm_21830,,,58.203051,-6.802221,,true
bckm_21831,,,58.252497,-6.889723,,true
bckm_21832,,,58.20389,-6.869167,,true
bckm_21833,,,58.203051,-6.802221,,true
